date_report_dd_mm_yyyy,country,sources
2020-01-30,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-01-30,HK SAR,https://www.info.gov.hk/gia/general/202001/31/P2020013100015.htm?fontSize=1
2020-02-01,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-01,HK SAR,https://www.info.gov.hk/gia/general/202001/31/P2020013100798.htm
2020-02-01,HK SAR,https://qz.com/1796429/hong-kong-reports-first-death-in-china-coronavirus-outbreak/
2020-02-01,HK SAR,https://www3.nhk.or.jp/news/html/20200202/k10012269211000.html?utm_int=word_contents_list-items_009&word_result=%E6%96%B0%E5%9E%8B%E8%82%BA%E7%82%8E
2020-02-02,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-02,HK SAR,https://www.info.gov.hk/gia/general/202002/02/P2020020200627.htm
2020-02-02,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-04,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-04,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-05,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-05,HK SAR,https://www.info.gov.hk/gia/general/202002/05/P2020020500690.htm
2020-02-05,HK SAR,https://www.chp.gov.hk/files/pdf/flights_trains_en.pdf
2020-02-05,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-06,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-06,HK SAR,https://www.info.gov.hk/gia/general/202002/06/P2020020600703.htm
2020-02-06,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-07,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-07,HK SAR,https://www.info.gov.hk/gia/general/202002/07/P2020020700760.htm
2020-02-07,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-09,HK SAR,https://www.info.gov.hk/gia/general/202002/09/P2020020900704.htm?fontSize=1
2020-02-09,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-09,HK SAR,https://www.scmp.com/news/hong-kong/health-environment/article/3050848/coronavirus-man-middle-class-hong-kong
2020-02-10,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-10,HK SAR,https://www.info.gov.hk/gia/general/202002/11/P2020021100018.htm
2020-02-11,HK SAR,https://www.info.gov.hk/gia/general/202002/11/P2020021100773.htm
2020-02-12,HK SAR,https://www.info.gov.hk/gia/general/202002/12/P2020021200705.htm
2020-02-13,HK SAR,https://www.info.gov.hk/gia/general/202002/13/P2020021300700.htm?fontSize=1
2020-02-14,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-14,HK SAR,https://www.info.gov.hk/gia/general/202002/14/P2020021400711.htm
2020-02-16,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-16,HK SAR,https://www.scmp.com/news/hong-kong/health-environment/article/3050848/coronavirus-man-middle-class-hong-kong
2020-02-16,HK SAR,http://www.xinhuanet.com/english/2020-02/16/c_138788912.htm
2020-02-17,HK SAR,https://www.scmp.com/news/hong-kong/health-environment/article/3050916/coronavirus-colleague-57th-infected-hongkonger
2020-02-17,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-17,HK SAR,https://www.info.gov.hk/gia/general/202002/17/P2020021700654.htm
2020-02-19,HK SAR,https://www.info.gov.hk/gia/general/202002/19/P2020021900676.htm
2020-02-19,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-20,HK SAR,https://chp-dashboard.geodata.gov.hk/nia/en.html
2020-02-20,HK SAR,https://www.info.gov.hk/gia/general/202002/20/P2020022100009.htm
2020-02-22,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-22,HK SAR,https://www.news.gov.hk/eng/2020/02/20200222/20200222_165407_267.html
2020-02-23,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-02-23,HK SAR,https://www.info.gov.hk/gia/general/202002/23/P2020022300733.htm
2020-02-24,HK SAR,https://www.info.gov.hk/gia/general/202002/24/P2020022400754.htm
2020-02-24,HK SAR,https://chp-dashboard.geodata.gov.hk/covid-19/en.html
2020-02-25,HK SAR,https://www.info.gov.hk/gia/general/202002/25/P2020022500772.htm
2020-02-25,HK SAR,https://chp-dashboard.geodata.gov.hk/covid-19/en.html
2020-02-26,HK SAR,info.gov.hk/gia/general/202002/26/P2020022600842.htm
2020-02-26,HK SAR,https://chp-dashboard.geodata.gov.hk/covid-19/en.html
2020-02-27,HK SAR,https://www.info.gov.hk/gia/general/202002/27/P2020022700782.htm
2020-02-27,HK SAR,https://chp-dashboard.geodata.gov.hk/covid-19/en.html
2020-01-30,India,https://weather.com/en-IN/india/news/news/2020-02-14-kerala-defeats-coronavirus-indias-three-covid-19-patients-successfully
2020-01-30,India,https://economictimes.indiatimes.com/news/politics-and-nation/student-from-kerala-is-indias-first-coronavirus-patient/articleshow/73763438.cms
2020-01-30,India,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-india-confirms-first-case-800-others-observation/
2020-01-30,India,https://economictimes.indiatimes.com/news/international/world-news/coronavirus-in-india-what-is-happening-and-what-you-should-know/articleshow/73978271.cms
2020-01-30,India,https://twitter.com/MoHFW_INDIA/status/1228177257102921728
2020-02-02,India,https://weather.com/en-IN/india/news/news/2020-02-14-kerala-defeats-coronavirus-indias-three-covid-19-patients-successfully
2020-02-02,India,https://www.business-standard.com/article/current-affairs/india-reports-second-coronavirus-case-in-kerala-patient-stable-120020200125_1.html
2020-02-02,India,https://pib.gov.in/PressReleseDetail.aspx?PRID=1601625
2020-02-02,India,https://economictimes.indiatimes.com/news/international/world-news/coronavirus-in-india-what-is-happening-and-what-you-should-know/articleshow/73978271.cms
2020-02-02,India,https://twitter.com/MoHFW_INDIA/status/1228177257102921728
2020-02-03,India,https://weather.com/en-IN/india/news/news/2020-02-14-kerala-defeats-coronavirus-indias-three-covid-19-patients-successfully
2020-02-03,India,https://economictimes.indiatimes.com/news/international/world-news/coronavirus-in-india-what-is-happening-and-what-you-should-know/articleshow/73978271.cms
2020-02-03,India,https://twitter.com/MoHFW_INDIA/status/1228177257102921728
2020-02-19,Iran,http://behdasht.gov.ir/news/%DA%A9%D8%B1%D9%88%D9%86%D8%A7+%D9%88%DB%8C%D8%B1%D9%88%D8%B3/199786/+%D9%86%D8%AA%D8%A7%DB%8C%D8%AC+%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4+%D8%A7%D9%88%D9%84%DB%8C%D9%87+%D8%AF%D9%88+%D9%85%D9%88%D8%B1%D8%AF+%D9%85%D8%B4%DA%A9%D9%88%DA%A9+%D8%A8%D9%87+%D8%A7%D8%A8%D8%AA%D9%84%D8%A7+%DA%A9%D8%B1%D9%88%D9%86%D8%A7%D9%88%DB%8C%D8%B1%D9%88%D8%B3%D8%8C+%D9%85%D8%AB%D8%A8%D8%AA+%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4+%D8%B4%D8%AF%D9%87+%D8%A7%D8%B3%D8%AA+%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4%D8%A7%D8%AA+%D8%A8%D8%B1%D8%A7%DB%8C+%D9%82%D8%B7%D8%B9%DB%8C%D8%AA+%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5+%D8%AF%D8%B1+%D8%AD%D8%A7%D9%84+%D8%A7%D9%86%D8%AC%D8%A7%D9%85+%D8%A7%D8%B3%D8%AA
2020-02-20,Iran,http://behdasht.gov.ir/news/%DA%A9%D8%B1%D9%88%D9%86%D8%A7+%D9%88%DB%8C%D8%B1%D9%88%D8%B3/199800/%D8%AA%D8%A7%DB%8C%DB%8C%D8%AF+%D8%A7%D8%A8%D8%AA%D9%84%D8%A7%DB%8C+%D8%B3%D9%87+%D9%85%D9%88%D8%B1%D8%AF+%D8%AC%D8%AF%DB%8C%D8%AF+%D8%A8%D9%87+%DA%A9%D8%B1%D9%88%D9%86%D8%A7%D9%88%DB%8C%D8%B1%D9%88%D8%B3
2020-02-21,Iran,http://behdasht.gov.ir/news/%DA%A9%D8%B1%D9%88%D9%86%D8%A7+%D9%88%DB%8C%D8%B1%D9%88%D8%B3/199807/%D8%AF%D8%B1+%D8%B1%D9%88%D8%B2%D9%87%D8%A7%DB%8C+%DA%AF%D8%B0%D8%B4%D8%AA%D9%87+735+%D8%A8%DB%8C%D9%85%D8%A7%D8%B1+%D8%A8%D8%A7+%D8%B9%D9%84%D8%A7%D8%A6%D9%85+%D8%B4%D8%A8%D9%87+%D8%A2%D9%86%D9%81%D9%84%D9%88%D8%A2%D9%86%D8%B2%D8%A7+%D8%AF%D8%B1+%DA%A9%D8%B4%D9%88%D8%B1+%D8%A8%D8%B3%D8%AA%D8%B1%DB%8C+%D8%B4%D8%AF%D9%86%D8%AF+%D8%A8%D8%B1+%D8%A7%D8%B3%D8%A7%D8%B3+%D8%A2%D8%AE%D8%B1%DB%8C%D9%86+%D9%86%D8%AA%D8%A7%DB%8C%D8%AC+%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4+%D9%87%D8%A7+%D8%A7%D8%A8%D8%AA%D9%84%D8%A7%DB%8C+13+%D9%85%D9%88%D8%B1%D8%AF+%D8%AF%DB%8C%DA%AF%D8%B1+%D8%A8%D9%87+%DA%A9%D9%88%D9%88%DB%8C%D8%AF19+%D9%82%D8%B7%D8%B9%DB%8C+%D8%A8%D9%87+%D9%86%D8%B8%D8%B1+%D9%85%DB%8C+%D8%B1%D8%B3%D8%AF
2020-02-21,Iran,https://www.isna.ir/news/98120302413/%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D8%B1%D8%A7-%D8%AA%D8%AD%D8%AA-%D8%AA%D8%A7%D8%AB%DB%8C%D8%B1-%D9%82%D8%B1%D8%A7%D8%B1-%D9%86%D9%85%DB%8C-%D8%AF%D9%87%D8%AF-%D8%A7%D9%81%D8%B1%D8%A7%D8%AF-%D8%B3%D8%A7%D9%84%D9%85-%D9%85%D8%A7%D8%B3%DA%A9-%D9%86%D8%B2%D9%86%D9%86%D8%AF
2020-02-22,Iran,http://behdasht.gov.ir/news/%DA%A9%D8%B1%D9%88%D9%86%D8%A7+%D9%88%DB%8C%D8%B1%D9%88%D8%B3/199840/%D8%B4%D9%86%D8%A7%D8%B3%D8%A7%DB%8C%DB%8C+10+%D9%85%D9%88%D8%B1%D8%AF+%D8%AC%D8%AF%DB%8C%D8%AF+%D8%A7%D8%A8%D8%AA%D9%84%D8%A7+%D8%A8%D9%87+%DA%A9%D9%88%D9%88%DB%8C%D8%AF19
2020-02-23,Iran,http://behdasht.gov.ir/news/%DA%A9%D8%B1%D9%88%D9%86%D8%A7+%D9%88%DB%8C%D8%B1%D9%88%D8%B3/199876/+15+%D9%85%D9%88%D8%B1%D8%AF+%D8%AC%D8%AF%DB%8C%D8%AF+%D8%A7%D8%A8%D8%AA%D9%84%D8%A7%DB%8C+%D9%82%D8%B7%D8%B9%DB%8C+%D8%A8%D9%87+%DA%A9%D9%88%D9%88%DB%8C%D8%AF19+%D8%AF%D8%B1+%DA%A9%D8%B4%D9%88%D8%B1
2020-02-23,Iran,https://www.irna.ir/news/83687792/%D8%AD%D8%A7%D9%84-%DB%B2-%D9%81%D8%B1%D8%AF-%D9%85%D8%A8%D8%AA%D9%84%D8%A7-%D8%A8%D9%87-%D9%88%DB%8C%D8%B1%D9%88%D8%B3-%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D8%AF%D8%B1-%DA%AF%DB%8C%D9%84%D8%A7%D9%86-%D8%AE%D9%88%D8%A8-%D8%A7%D8%B3%D8%AA
2020-02-23,Iran,https://www.isna.ir/news/98120402850/%D9%85%D8%B1%DA%AF-%DB%8C%DA%A9-%D9%86%D9%81%D8%B1-%D8%A8%D8%B1-%D8%A7%D8%AB%D8%B1-%D8%A7%D8%A8%D8%AA%D9%84%D8%A7-%D8%A8%D9%87-%D8%A8%DB%8C%D9%85%D8%A7%DB%8C-%DA%A9%D8%B1%D9%88%D9%86%D8%A7-%D9%88%DB%8C%D8%B1%D9%88%D8%B3-%D8%AF%D8%B1-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86-%D8%AA%D8%A7%DB%8C%DB%8C%D8%AF
2020-02-24,Iraq,https://www.reuters.com/article/us-china-health-gulf/three-gulf-states-iraq-report-first-coronavirus-cases-linked-to-iran-idUSKCN20I0PB
2020-02-25,Iraq,https://www.reuters.com/article/us-china-health-iraq-kirkuk/iraq-reports-four-new-cases-of-coronavirus-health-ministry-idUSKCN20J16T
2020-02-27,Iraq,https://www.aa.com.tr/en/health/iraq-confirms-6th-coronavirus-case/1746519
2020-02-27,Iraq,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/iraq-lebanon-confirm-new-coronavirus-cases/1747768
2020-02-27,Iraq,https://english.alarabiya.net/en/News/middle-east/2020/02/27/Iraq-announces-new-coronavirus-case-associated-with-travel-to-Iran.html
2020-02-21,Israel,https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/21022020_1.aspx
2020-02-24,Israel,health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/24022020_2.aspx
2020-02-24,Israel,https://www.jpost.com/HEALTH-SCIENCE/Netanyahu-International-coronavirus-quarantine-list-may-grow-618492
2020-02-27,Israel,https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/27022020_3.aspx
2020-02-27,Israel,https://www.i24news.tv/en/news/israel/diplomacy-defense/1582799308-israeli-who-returned-from-italy-diagnosed-with-coronavirus-ministry
2020-01-31,Italy,https://www.ars.toscana.it/2-articoli/4241-polmonite-da-nuovo-coronavirus-cina.html
2020-01-31,Italy,https://www.repubblica.it/cronaca/2020/01/31/news/coronavirus_la_coppia_cinese_in_italia_era_stata_a_parma-247224868/?ref=RHPPTP-BL-I247215664-C12-P2-S2.4-T1
2020-01-31,Italy,https://www.repubblica.it/cronaca/2020/01/31/news/coronavirus_la_coppia_cinese_in_italia_era_stata_a_parma-247224868/?ref=RHPPTP-BL-I247215664-C12-P2-S2.4-T2
2020-01-31,Italy,http://www.rainews.it/dl/rainews/articoli/Conte-due-casi-di-coronavirus-accertati-in-Italia-60b4294a-3a3f-4b05-ad1f-b096d1c60110.html
2020-01-31,Italy,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&id=5338&area=nuovoCoronavirus&menu=vuoto
2020-02-07,Italy,https://www.aa.com.tr/en/europe/italy-reports-third-confirmed-case-of-coronavirus/1726934
2020-02-07,Italy,https://www.ars.toscana.it/2-articoli/4241-polmonite-da-nuovo-coronavirus-cina.html
2020-02-07,Italy,http://www.ansa.it/english/news/general_news/2020/02/12/coronavirus-italian-in-good-condition_1199fa58-e0da-44d7-8317-02bf42507d23.html
2020-02-21,Italy,https://www.ansa.it/english/news/general_news/2020/02/21/coronavirus-three-infected-in-italy_bde3926c-4a83-40c7-8b09-4754cd31341c.html
2020-02-21,Italy,https://www.regione.lombardia.it/wps/portal/istituzionale/HP/lombardia-notizie/DettaglioNews/2020/02-febbraio/17-23/coronavirus-in-lombardia-tutti-gli-aggiornamenti-in-diretta
2020-02-21,Italy,https://www.lombardianotizie.online/coronavirus-casi-lombardia/
2020-02-21,Italy,https://www.regione.lombardia.it/wps/portal/istituzionale/HP/lombardia-notizie/DettaglioNews/2020/02-febbraio/17-23/coronavirus-salgono-a-47-i-contagiati
2020-02-21,Italy,https://www.dailysabah.com/europe/2020/02/21/hundreds-to-be-quarantined-in-italy-over-coronavirus
2020-02-22,Italy,https://www.regione.lombardia.it/wps/portal/istituzionale/HP/lombardia-notizie/DettaglioNews/2020/02-febbraio/17-23/coronavirus-salgono-a-47-i-contagiati
2020-02-22,Italy,https://www.lombardianotizie.online/coronavirus-casi-lombardia/
2020-02-22,Italy,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&id=5338&area=nuovoCoronavirus&menu=vuoto
2020-02-22,Italy,https://www.bloomberg.com/news/articles/2020-02-22/italy-races-to-contain-spread-of-virus-in-north-after-two-deaths
2020-02-23,Italy,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&id=5338&area=nuovoCoronavirus&menu=vuoto
2020-02-23,Italy,https://edition.cnn.com/2020/02/23/europe/italy-novel-coronavirus-spike-intl/index.html
2020-02-24,Italy,https://edition.cnn.com/2020/02/23/europe/italy-novel-coronavirus-spike-intl/index.html
2020-01-14,Japan,https://www.mhlw.go.jp/stf/newpage_08906.html
2020-01-14,Japan,https://www.mhlw.go.jp/stf/newpage_09120.html
2020-01-14,Japan,https://www.mhlw.go.jp/stf/newpage_09159.html
2020-01-24,Japan,https://www.mhlw.go.jp/stf/newpage_09079.html
2020-01-25,Japan,https://www.mhlw.go.jp/stf/newpage_09099.html
2020-01-25,Japan,https://www3.nhk.or.jp/news/html/20200125/k10012258831000.html?utm_int=word_contents_list-items_006&word_result=%E6%96%B0%E5%9E%8B%E8%82%BA%E7%82%8E
2020-01-26,Japan,https://www.mhlw.go.jp/stf/newpage_09100.html
2020-01-26,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-01-28,Japan,https://www.mhlw.go.jp/stf/newpage_09154.html
2020-01-28,Japan,https://www.mhlw.go.jp/stf/newpage_09153.html
2020-01-28,Japan,https://www.mhlw.go.jp/stf/newpage_09158.html
2020-01-28,Japan,https://www.mhlw.go.jp/stf/newpage_09360.html
2020-01-28,Japan,https://www3.nhk.or.jp/news/html/20200208/k10012278321000.html?utm_int=word_contents_list-items_002&word_result=%E6%96%B0%E5%9E%8B%E8%82%BA%E7%82%8E
2020-01-28,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-01-29,Japan,https://www.mhlw.go.jp/stf/newpage_09201.html
2020-01-29,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-01-30,Japan,https://www.mhlw.go.jp/stf/newpage_09205.html
2020-01-30,Japan,https://www.mhlw.go.jp/stf/newpage_09236.html
2020-01-30,Japan,https://www.mhlw.go.jp/stf/newpage_09237.html
2020-01-30,Japan,https://www.mhlw.go.jp/stf/newpage_09239.html
2020-01-30,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007264.html
2020-01-31,Japan,https://www.mhlw.go.jp/stf/newpage_09273.html
2020-01-31,Japan,https://www.mhlw.go.jp/stf/newpage_09271.html
2020-01-31,Japan,https://www.mhlw.go.jp/stf/newpage_09311.html
2020-01-31,Japan,https://www.mhlw.go.jp/stf/newpage_09312.html
2020-01-31,Japan,https://www.mhlw.go.jp/stf/newpage_09360.html
2020-02-01,Japan,https://www.mhlw.go.jp/stf/newpage_09278.html
2020-02-01,Japan,https://www.mhlw.go.jp/stf/newpage_09290.html
2020-02-04,Japan,https://www.mhlw.go.jp/stf/newpage_09310.html
2020-02-04,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-02-05,Japan,https://www.mhlw.go.jp/stf/newpage_09333.html
2020-02-05,Japan,https://www.mhlw.go.jp/stf/newpage_09336.html
2020-02-05,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-02-08,Japan,https://www.mhlw.go.jp/stf/newpage_09399.html
2020-02-11,Japan,https://www.mhlw.go.jp/stf/newpage_09422.html
2020-02-11,Japan,https://www.mhlw.go.jp/stf/newpage_09423.html
2020-02-13,Japan,https://www.mhlw.go.jp/stf/newpage_09531.html
2020-02-13,Japan,https://www.mhlw.go.jp/stf/newpage_09503.html
2020-02-13,Japan,https://www.mhlw.go.jp/stf/newpage_09504.html
2020-02-13,Japan,https://www.mhlw.go.jp/stf/newpage_09505.html
2020-02-13,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-02-13,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007323.html
2020-02-13,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200223press.pdf
2020-02-13,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200213press.pdf
2020-02-14,Japan,https://www.mhlw.go.jp/stf/newpage_09539.html
2020-02-14,Japan,https://www.mhlw.go.jp/stf/newpage_09541.html
2020-02-14,Japan,https://www.mhlw.go.jp/stf/newpage_09543.html
2020-02-14,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-02-14,Japan,https://www3.nhk.or.jp/news/html/20200223/k10012298531000.html?utm_int=word_contents_list-items_003&word_result=%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9
2020-02-14,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007328.html
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200223press.pdf
2020-02-14,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007327.html
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/041200/d00203387.html#02
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/041200/d00203387_d/fil/20200215press.pdf
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200214press.pdf
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/041200/d00203387.html#04
2020-02-14,Japan,https://www.mhlw.go.jp/stf/newpage_09841.html
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200216press_teisei.pdf
2020-02-14,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200216press.pdf
2020-02-15,Japan,https://www.mhlw.go.jp/content/10906000/000596281.pdf
2020-02-15,Japan,https://www.mhlw.go.jp/stf/newpage_09545.html
2020-02-15,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007329.html
2020-02-15,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007323.html
2020-02-15,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007328.html
2020-02-15,Japan,https://www.mhlw.go.jp/stf/newpage_09571.html
2020-02-15,Japan,https://www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/02/13/23.html
2020-02-16,Japan,https://www.mhlw.go.jp/content/10906000/000596295.pdf
2020-02-16,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007333.html
2020-02-16,Japan,https://www.mhlw.go.jp/content/10906000/000596299.pdf
2020-02-16,Japan,https://www.mhlw.go.jp/stf/newpage_09605.html
2020-02-16,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007332.html
2020-02-16,Japan,https://www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1007261/1007334.html
2020-02-17,Japan,https://www.mhlw.go.jp/content/10906000/000596964.pdf
2020-02-17,Japan,https://www.mhlw.go.jp/stf/newpage_09605.html
2020-02-17,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200217teisei.pdf
2020-02-17,Japan,https://www.mhlw.go.jp/content/10906000/000596963.pdf
2020-02-17,Japan,https://www.mhlw.go.jp/stf/newpage_09558.html
2020-02-17,Japan,https://www.mhlw.go.jp/content/10906000/000596966.pdf
2020-02-17,Japan,https://www3.nhk.or.jp/news/html/20200218/k10012290911000.html?utm_int=word_contents_list-items_005&word_result=%E6%96%B0%E5%9E%8B%E8%82%BA%E7%82%8E
2020-02-18,Japan,https://www.mhlw.go.jp/stf/newpage_09609.html
2020-02-18,Japan,https://www.pref.wakayama.lg.jp/prefg/041200/d00203387_d/fil/20200218press1.pdf
2020-02-18,Japan,https://www.mhlw.go.jp/content/10906000/000597566.pdf
2020-02-18,Japan,https://www.mhlw.go.jp/content/10906000/000597567.pdf
2020-02-18,Japan,https://www.mhlw.go.jp/content/10906000/000597568.pdf
2020-02-18,Japan,https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/20200223press.pdf
2020-02-18,Japan,https://www.mhlw.go.jp/stf/newpage_09782.html
2020-02-18,Japan,https://www.pref.wakayama.lg.jp/prefg/041200/d00203387_d/fil/20200301press.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/stf/newpage_09643.html
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598140.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598141.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598142.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598143.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598149.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598150.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/content/10906000/000598156.pdf
2020-02-19,Japan,https://www.mhlw.go.jp/stf/newpage_09670.html
2020-02-20,Japan,https://www.mhlw.go.jp/stf/newpage_09675.html
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598743.pdf
2020-02-20,Japan,http://www.pref.hokkaido.lg.jp/hf/kth/kak/hasseijoukyou.htm#jump020220
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598745.pdf
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598746.pdf
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598747.pdf
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598748.pdf
2020-02-20,Japan,https://www.mhlw.go.jp/content/10906000/000598744.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/stf/newpage_09698.html
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599286.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599287.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599288.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599289.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599290.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599291.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599292.pdf
2020-02-21,Japan,https://www.mhlw.go.jp/content/10906000/000599332.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/stf/newpage_09702.html
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599328.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599332.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599324.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599325.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599322.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599326.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599329.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599330.pdf
2020-02-22,Japan,https://www.mhlw.go.jp/content/10906000/000599333.pdf
