date_report_dd_mm_yyyy,country,sources
2020-02-01,Australia,https://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/about+us/news+and+media/all+media+releases/novel+coronavirus+update+10+february
2020-02-01,Australia,https://www.health.gov.au/news/update-on-coronavirus-covid-19-from-the-chief-medical-officer-federal-health-minister-and-northern-territory-health-minister
2020-02-01,Australia,https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/press-conference-about-coronavirus-covid-19-with-the-prime-minister-treasurer-and-chief-medical-officer
2020-02-04,Australia,https://www.washingtonpost.com/world/asia_pacific/china-coronavirus-live-updates/2020/02/04/707854ae-46d7-11ea-ab15-b5df3261b710_story.html
2020-02-04,Australia,https://www.couriermail.com.au/news/queensland/third-case-of-coronavirus-confirmed-as-eightyearold-boy/news-story/dbc1b3666a78be72902334144c60ee87
2020-02-04,Australia,https://www.abc.net.au/news/2020-02-04/queensland-confirms-third-coronavirus-case-boy-from-wuhan/11930308
2020-02-04,Australia,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert
2020-02-04,Australia,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update6
2020-02-04,Australia,https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/press-conference-about-coronavirus-covid-19-with-the-prime-minister-treasurer-and-chief-medical-officer
2020-02-05,Australia,https://www.health.qld.gov.au/news-events/health-alerts/novel-coronavirus
2020-02-05,Australia,https://www.theguardian.com/world/2020/feb/05/coronavirus-peter-dutton-says-australians-could-be-quarantined-in-mining-camps
2020-02-05,Australia,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert
2020-02-05,Australia,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update6
2020-02-05,Australia,https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/press-conference-about-coronavirus-covid-19-with-the-prime-minister-treasurer-and-chief-medical-officer
2020-02-06,Australia,https://www.health.qld.gov.au/news-events/health-alerts/novel-coronavirus
2020-02-06,Australia,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert
2020-02-06,Australia,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update6
2020-02-06,Australia,https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/press-conference-about-coronavirus-covid-19-with-the-prime-minister-treasurer-and-chief-medical-officer
2020-02-21,Australia,https://www.health.gov.au/news/chief-medical-officer-press-conference-on-novel-coronavirus
2020-02-21,Australia,https://www.abc.net.au/news/2020-02-21/coronavirus-confirmed-among-diamond-princess-evacuees/11987368
2020-02-21,Australia,https://www.ship-technology.com/news/australia-italy-diamond-princess/
2020-02-23,Australia,https://www.health.gov.au/news/chief-medical-officer-press-conference-on-novel-coronavirus
2020-02-23,Australia,https://www.ship-technology.com/news/australia-italy-diamond-princess/
2020-02-23,Australia,https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update9
2020-02-26,Australia,https://www.health.gov.au/ministers/the-hon-greg-hunt-mp/media/doorstop-interview-at-parliament-house-about-coronavirus-covid-19
2020-02-26,Australia,https://www.ship-technology.com/news/australia-italy-diamond-princess/
2020-02-25,Austria,https://www.sozialministerium.at/Services/Presse/Presseaussendungen.html
2020-02-25,Austria,https://www.thelocal.at/20200225/austria-reports-first-two-coronavirus-cases-after-italy-outbreak
2020-02-25,Austria,https://www.thelocal.at/20200226/austria-lifts-lockdown-of-hotel-over-coronavirus
2020-02-25,Austria,https://www.aljazeera.com/news/2020/02/quarantine-envelops-contacts-austria-coronavirus-case-200226090339689.html
2020-02-27,Austria,http://www.xinhuanet.com/english/2020-02/28/c_138824970.htm
2020-02-27,Austria,https://www.aa.com.tr/en/europe/coronavirus-cases-continue-to-rise-across-europe/1747931
2020-02-27,Austria,https://wien.orf.at/stories/3036506/
2020-02-27,Austria,https://kurier.at/chronik/wien/coronavirus-erreicht-wien-72-jaehriger-erkrankt/400765893
2020-02-24,Bahrain,https://www.arabnews.com/node/1632331/middle-east
2020-02-24,Bahrain,https://gulfnews.com/world/gulf/bahrain/bahrain-coronavirus-case-no-1-a-school-bus-driver-1.1582613552064
2020-02-24,Bahrain,https://english.alarabiya.net/en/News/gulf/2020/02/24/First-case-of-coronavirus-detected-in-Bahrain-.html
2020-02-25,Bahrain,https://gulfnews.com/world/gulf/bahrain/bahrain-coronavirus-case-no-1-a-school-bus-driver-1.1582613552064
2020-02-25,Bahrain,https://www.kuna.net.kw/ArticleDetails.aspx?id=2865584&language=en
2020-02-25,Bahrain,https://gulfnews.com/world/gulf/bahrain/bahrain-announces-17-cases-of-new-coronavirus-infection-1.1582636110968
2020-02-25,Bahrain,https://www.khaleejtimes.com/coronavirus-outbreak/covid-19-bahrain-reports-6-new-coronavirus-cases-total-now-at-23
2020-02-25,Bahrain,https://gulfnews.com/world/gulf/bahrain/bahrain-announces-23-cases-of-new-coronavirus-infection-1.1582636110968
2020-02-26,Bahrain,https://www.aa.com.tr/en/middle-east/bahrain-confirms-3-new-cases-of-novel-coronavirus/1745592
2020-02-26,Bahrain,https://twitter.com/MOH_Bahrain/status/1232763295846846467
2020-02-26,Bahrain,https://gulfnews.com/world/gulf/bahrain/coronavirus-7-new-cases-in-bahrain-total-up-to-33-1.1582762459475
2020-02-04,Belgium,https://www.info-coronavirus.be/fr/2020/02/04/un-de-nos-compatriotes-rapatries-teste-positif-au-nouveau-coronavirus/
2020-02-04,Belgium,https://www.brusselstimes.com/all-news/belgium-all-news/93212/belgians-evacuated-from-china-arrive-in-brussels/
2020-02-04,Belgium,https://www.channelnewsasia.com/news/world/wuhan-coronavirus-virus-belgium-tests-positive-china-12394176
2020-02-04,Belgium,https://www.brusselstimes.com/all-news/belgium-all-news/95580/first-infected-belgian-coronavirus-patient-speaks-about-life-in-quarantine-philip-soubry-coronavirus-covid-19/
2020-02-26,Brazil,https://www.aljazeera.com/news/2020/02/quarantine-envelops-contacts-austria-coronavirus-case-200226090339689.html
2020-02-26,Brazil,https://www.nbcnews.com/news/world/first-coronavirus-case-latin-america-confirmed-brazil-n1143411
2020-01-28,Cambodia,https://www.khmertimeskh.com/50684199/coronavirus-confirmed-in-cambodia
2020-01-25,Canada,https://www.canada.ca/en/public-health/news/2020/01/statement-by-the-minister-of-health-on-the-first-presumptive-confirmed-traveled-related-case-of-new-coronavirus-in-canada.html
2020-01-25,Canada,https://news.ontario.ca/mohltc/en/2020/01/ontario-confirms-first-case-of-wuhan-novel-coronavirus.html
2020-01-25,Canada,https://globalnews.ca/news/6489956/3rd-case-coronavirus-confirmed-ontario/
2020-01-25,Canada,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/first-canadian-coronavirus-case-now-cleared-of-the-virus-health-officials
2020-01-25,Canada,https://www.thestar.com/politics/provincial/2020/02/13/ontario-couple-have-recovered-but-are-still-testing-positive-for-coronavirus.html
2020-01-27,Canada,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html
2020-01-27,Canada,https://news.ontario.ca/mohltc/en/2020/02/ontario-confirms-presumptive-case-of-covid-19.html
2020-01-27,Canada,https://globalnews.ca/news/6489956/3rd-case-coronavirus-confirmed-ontario/
2020-01-27,Canada,https://www.thestar.com/politics/provincial/2020/02/13/ontario-couple-have-recovered-but-are-still-testing-positive-for-coronavirus.html
2020-01-28,Canada,https://news.gov.bc.ca/releases/2020HLTH0015-000151
2020-01-28,Canada,https://nationalpost.com/news/canada/fifth-suspected-coronavirus-case-in-canada-is-b-c-woman-who-had-close-contact-with-wuhan-visitors
2020-01-28,Canada,https://news.gov.bc.ca/releases/2020HLTH0039-000294
2020-01-31,Canada,https://www.youtube.com/watch?v=UjNTr5JVPOE
2020-01-31,Canada,https://nationalpost.com/news/canada/fifth-suspected-coronavirus-case-in-canada-is-b-c-woman-who-had-close-contact-with-wuhan-visitors
2020-01-31,Canada,https://news.ontario.ca/mohltc/en/2020/02/ontario-confirms-resolved-case-of-the-2019-novel-coronavirus.html
2020-02-04,Canada,https://www.youtube.com/watch?v=lm_HL1pf2ZA
2020-02-04,Canada,https://nationalpost.com/news/canada/fifth-suspected-coronavirus-case-in-canada-is-b-c-woman-who-had-close-contact-with-wuhan-visitors
2020-02-06,Canada,https://globalnews.ca/news/6517559/bc-top-doctor-health-minister-coronavirus-update/
2020-02-14,Canada,https://news.gov.bc.ca/releases/2020HLTH0036-000284
2020-02-14,Canada,https://www.richmond-news.com/news/coronavirus-update-5th-case-revealed-in-b-c-1.24076695
2020-02-20,Canada,https://news.gov.bc.ca/releases/2020HLTH0041-000304
2020-02-24,Canada,https://globalnews.ca/news/6587817/covid19-coronavirus-confirmed-toronto-ontario/
2020-02-25,Canada,https://globalnews.ca/news/6602786/coronavirus-toronto-covid19-ontario-6th-case/
2020-02-25,Canada,https://globalnews.ca/news/6597470/covid19-coronavirus-case-toronto-5th-ontario/
2020-02-27,Canada,https://globalnews.ca/news/6602786/coronavirus-toronto-covid19-ontario-6th-case/
2020-02-27,Canada,https://news.ontario.ca/mohltc/en/2020/02/ontario-confirms-positive-case-of-covid-19.html
2020-02-25,Croatia,https://balkaninsight.com/2020/02/25/croatia-confirms-coronavirus-case-as-balkan-states-boost-precautions/
2020-02-25,Croatia,https://www.themayor.eu/en/zagreb-and-rijeka-take-safety-measures-after-3-confirmed-cases-of-coronavirus-in-croatia
2020-02-25,Croatia,https://www.rferl.org/a/macedonia-coronavirus-first-case-woman-italy/30456480.html
2020-02-25,Croatia,http://hr.n1info.com/English/NEWS/a486123/Croatia-confirms-third-case-of-coronavirus-infection.html
2020-02-26,Croatia,https://www.total-croatia-news.com/politics/41747-coronavirus
2020-02-26,Croatia,https://www.themayor.eu/en/zagreb-and-rijeka-take-safety-measures-after-3-confirmed-cases-of-coronavirus-in-croatia
2020-02-26,Croatia,http://hr.n1info.com/English/NEWS/a486123/Croatia-confirms-third-case-of-coronavirus-infection.html
2020-02-27,Denmark,https://www.thelocal.dk/20200227/breaking-denmark-announces-first-coronavirus-case
2020-02-15,Egypt,https://www.timesofisrael.com/egypt-reports-first-case-of-coronavirus-as-global-death-toll-nears-1400/
2020-02-15,Egypt,http://www.xinhuanet.com/english/2020-02/15/c_138786374.htm
2020-02-15,Egypt,https://www.scmp.com/news/china/diplomacy/article/3050845/egypt-reports-first-case-coronavirus-africa-amid-fears-poorer
2020-02-15,Egypt,https://www.africanews.com/2020/02/20/ivory-coast-tests-suspected-coronavirus-case//
2020-02-15,Egypt,https://www.reuters.com/article/us-china-health-egypt/who-says-man-with-coronavirus-in-egypt-is-recovering-no-longer-a-carrier-idUSKBN20D284
2020-02-15,Egypt,https://www.aljazeera.com/news/2020/01/countries-confirmed-cases-coronavirus-200125070959786.html
2020-02-15,Egypt,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-02-26,Estonia,https://news.err.ee/1057196/first-coronavirus-case-found-in-estonia
2020-01-29,Finland,https://yle.fi/uutiset/osasto/news/finlands_first_coronavirus_case_confirmed_in_lapland/11182855
2020-01-29,Finland,https://www.helsinkitimes.fi/finland/finland-news/domestic/17272-finland-s-first-coronavirus-patient-began-to-show-symptoms-three-days-ago.html
2020-01-29,Finland,https://thl.fi/en/web/thlfi-en/-/the-first-2019-ncov-infection-has-been-detected-in-finland-
2020-01-29,Finland,https://bnonews.com/index.php/2020/02/the-latest-coronavirus-cases/
2020-02-26,Finland,https://yle.fi/uutiset/osasto/news/woman_in_helsinki_tests_positive_for_novel_coronavirus/11229433
2020-02-26,Finland,https://thl.fi/en/web/infectious-diseases/what-s-new/coronavirus-covid-19-latest-updates
2020-01-24,France,https://www.lemonde.fr/planete/article/2020/01/24/coronavirus-deux-premiers-cas-confirmes-en-france-a-bordeaux-et-paris_6027158_3244.html
2020-01-24,France,https://www.lci.fr/sante/coronavirus-en-france-ce-que-l-on-sait-des-trois-cas-detectes-a-paris-et-bordeaux-2143713.html
2020-01-24,France,https://www.facebook.com/sosmedecins.bordeaux.96
2020-01-24,France,https://www.thelocal.fr/20200131/coronavirus-in-france-what-you-need-to-know
2020-01-24,France,https://www.lci.fr/sante/en-direct-coronavirus-le-bilan-depasse-les-1000-morts-en-chine-xi-jinping-veut-des-mesures-fortes-2143314.html
2020-01-24,France,https://www.lemonde.fr/sante/article/2020/02/12/coronavirus-deux-des-onze-patients-hospitalises-en-france-sont-gueris_6029362_1651302.html
2020-01-24,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-01-28,France,https://www.lci.fr/sante/en-direct-coronavirus-le-bilan-depasse-les-1000-morts-en-chine-xi-jinping-veut-des-mesures-fortes-2143314.html
2020-01-28,France,https://www.lemonde.fr/sante/article/2020/02/12/coronavirus-deux-des-onze-patients-hospitalises-en-france-sont-gueris_6029362_1651302.html
2020-01-28,France,https://www.nytimes.com/aponline/2020/02/15/world/europe/ap-china-outbreak-europe.html
2020-01-28,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-01-29,France,https://www.lexpress.fr/actualite/societe/sante/coronavirus-un-cinquieme-cas-avere-en-france-la-fille-du-quatrieme-malade_2116745.html
2020-01-29,France,https://www.reuters.com/article/us-china-health-france-coronavirus/france-confirms-fifth-case-of-infection-with-coronavirus-idUSKBN1ZS2TE
2020-01-29,France,https://www.lci.fr/sante/en-direct-coronavirus-le-bilan-depasse-les-1000-morts-en-chine-xi-jinping-veut-des-mesures-fortes-2143314.html
2020-01-29,France,https://www.theguardian.com/world/2020/feb/15/chinese-tourist-in-france-becomes-europes-first-coronavirus-fatality
2020-01-29,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-01-30,France,https://www.lci.fr/sante/en-direct-coronavirus-le-bilan-depasse-les-1000-morts-en-chine-xi-jinping-veut-des-mesures-fortes-2143314.html
2020-01-30,France,https://www.aa.com.tr/en/europe/france-reports-sixth-confirmed-coronavirus-case/1719720
2020-01-30,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-02-08,France,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/cinq-nouveaux-cas-groupes-de-coronavirus-confirmes-en-france
2020-02-08,France,https://www.santepubliquefrance.fr/maladies-et-traumatismes/maladies-et-infections-respiratoires/infection-a-coronavirus/articles/epidemie-de-coronavirus-2019-ncov-au-depart-de-wuhan-chine
2020-02-08,France,https://www.lci.fr/sante/en-direct-coronavirus-le-bilan-depasse-les-1000-morts-en-chine-xi-jinping-veut-des-mesures-fortes-2143314.html
2020-02-08,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-02-15,France,https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/coronavirus-covid-19-un-douzieme-cas-confirme-en-france
2020-02-15,France,http://www.xinhuanet.com/english/2020-02/25/c_138814980.htm
2020-02-25,France,"https://www.ladepeche.fr/2020/02/25/direct-coronavirus-loms-evoque-un-risque-de-pandemie-pour-la-premiere-fois,8754380.php"
2020-02-25,France,https://www.ledauphine.com/faits-divers-justice/2020/02/26/haute-savoie-le-cas-de-coronavirus-avere-dans-la-region-est-hospitalise-a-annecy
2020-02-25,France,https://www.francebleu.fr/infos/sante-sciences/coronavirus-deux-nouveaux-cas-en-france-annonce-le-directeur-general-de-la-sante-1582653755
2020-02-25,France,https://www.lci.fr/sante/en-direct-coronavirus-france-covid-19-2019-ne-vous-precipitez-pas-a-la-pharmacie-demande-edouard-philippe-2143314.html
2020-02-26,France,https://www.courrier-picard.fr/id71414/article/2020-02-26/un-patient-atteint-de-coronavirus-en-reanimation-amiens
2020-02-26,France,https://www.francetvinfo.fr/sante/maladie/coronavirus/covid-19-un-mort-et-deux-nouveaux-cas-recenses-en-france_3842115.html
2020-02-26,France,https://www.france24.com/en/20200226-france-reports-first-citizen-to-die-from-coronavirus-as-three-new-cases-confirmed
2020-02-26,France,https://www.francetvinfo.fr/sante/maladie/coronavirus/direct-covid-19-le-virus-touche-de-plus-en-plus-de-pays-le-monde-n-est-pas-pret-a-y-faire-face-selon-l-oms_3841703.html
2020-02-27,France,https://www.courrier-picard.fr/id71809/article/2020-02-27/coronavirus-un-groupement-de-12-cas-dans-loise-selon-le-ministre-de-la-sante
2020-02-27,France,https://www.dna.fr/france-monde/2020/02/27/coronavirus-qui-sont-les-38-cas-contamines-en-france
2020-02-27,France,https://www.letelegramme.fr/dossiers/lepidemie-de-coronavirus/cas-de-coronavirus-a-brest-ce-que-l-on-sait-ce-jeudi-soir-27-02-2020-12513463.php
2020-02-26,Georgia,https://www.reuters.com/article/us-china-health-georgia/georgia-reports-first-coronavirus-case-in-the-country-idUSKCN20K2SY
2020-01-27,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-27,Germany,https://www.stmgp.bayern.de/presse/bestaetigter-coronavirus-fall-in-bayern-infektionsschutzmassnahmen-laufen/
2020-01-27,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-12/
2020-01-27,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-01-27,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-28,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-28,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-12/
2020-01-28,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-01-28,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-30,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-30,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-01-30,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-31,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-01-31,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-8/
2020-01-31,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-01-31,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-01,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-01,Germany,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/index.html
2020-02-01,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-12/
2020-02-01,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-02-01,Germany,https://www.hessen.de/presse/pressemitteilung/zwei-wuhan-rueckkehrer-positiv-auf-coronavirus-getestet
2020-02-01,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-03,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-03,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-10/
2020-02-03,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-12/
2020-02-03,Germany,https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-9/
2020-02-03,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-02-03,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-06,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-06,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-02-06,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-07,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-07,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-02-07,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-11,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-montagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-11,Germany,https://www.bundesgesundheitsministerium.de/coronavirus.html
2020-02-11,Germany,https://www.stmgp.bayern.de/presse/bayerisches-gesundheitsministerium-bis-freitagmittag-keine-neuen-bestaetigten-coronavirus/
2020-02-25,Germany,https://www.thelocal.de/20200226/two-new-coronavirus-cases-confirmed-in-germany
2020-02-26,Germany,https://www.thelocal.de/20200226/two-new-coronavirus-cases-confirmed-in-germany
2020-02-26,Germany,https://www.swp.de/suedwesten/staedte/reutlingen/coronavirus-tuebingen-zwei-bestaetigte-infektionen-mit-dem-corona-virus-am-uniklinikum-tuebingen-44066663.html
2020-02-26,Germany,https://www.n-tv.de/panorama/Neue-Corona-Faelle-in-drei-Bundeslaendern-article21604363.html
2020-02-26,Greece,https://www.reuters.com/article/us-china-health-greece/greece-confirms-first-coronavirus-case-a-woman-back-from-milan-idUSKCN20K1IA
2020-02-26,Greece,https://www.amna.gr/home/article/434572/Tria-ta-epibebaiomena-krousmata-koronaiou-stin-Ellada
2020-02-27,Greece,http://www.xinhuanet.com/english/2020-02/27/c_138824691.htm
2020-02-27,Greece,https://www.amna.gr/home/article/434572/Tria-ta-epibebaiomena-krousmata-koronaiou-stin-Ellada
2020-01-22,HK SAR,https://www.info.gov.hk/gia/general/202001/22/P2020012200982.htm
2020-01-22,HK SAR,https://www.aljazeera.com/news/2020/02/china-admits-shortcomings-coronavirus-death-toll-hits-425-200203234036932.html
2020-01-22,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-01-23,HK SAR,https://www.info.gov.hk/gia/general/202001/23/P2020012300032.htm
2020-01-24,HK SAR,https://www.info.gov.hk/gia/general/202001/25/P2020012500012.htm
2020-01-24,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-01-26,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-01-26,HK SAR,https://www.info.gov.hk/gia/general/202001/27/P2020012700048.htm
2020-01-26,HK SAR,https://twitter.com/XinqiSu/status/1221351572262703105
2020-01-29,HK SAR,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_eng.pdf
2020-01-29,HK SAR,https://www3.nhk.or.jp/news/html/20200130/k10012264821000.html?utm_int=word_contents_list-items_001&word_result=%E6%96%B0%E5%9E%8B%E8%82%BA%E7%82%8E
